Date,Price
2024-07-31,0.9235
2024-07-30,0.9239
2024-07-29,0.9245
2024-07-26,0.9208
2024-07-25,0.9216
2024-07-24,0.9218
2024-07-23,0.9208
2024-07-22,0.9184
2024-07-19,0.9183
2024-07-18,0.9149
2024-07-17,0.9146
2024-07-16,0.9173
2024-07-15,0.9168
2024-07-12,0.9183
2024-07-11,0.9212
2024-07-10,0.9238
2024-07-09,0.9247
2024-07-08,0.9229
2024-07-05,0.9239
2024-07-04,0.9259
2024-07-03,0.9295
2024-07-02,0.9321
2024-07-01,0.9307
2024-06-28,0.9341
2024-06-27,0.9349
2024-06-26,0.9355
2024-06-25,0.9334
2024-06-24,0.932
2024-06-21,0.9356
2024-06-20,0.9329
2024-06-19,0.9303
2024-06-18,0.9333
2024-06-17,0.9335
2024-06-14,0.9358
2024-06-13,0.9273
2024-06-12,0.9289
2024-06-11,0.932
2024-06-10,0.9297
2024-06-07,0.9176
2024-06-06,0.9204
2024-06-05,0.9198
2024-06-04,0.9204
2024-06-03,0.9223
2024-05-31,0.9215
2024-05-30,0.9246
2024-05-29,0.9211
2024-05-28,0.9189
2024-05-27,0.9223
2024-05-24,0.9225
2024-05-23,0.9213
2024-05-22,0.9234
2024-05-21,0.9205
2024-05-20,0.9207
2024-05-17,0.9222
2024-05-16,0.9203
2024-05-15,0.9232
2024-05-14,0.9263
2024-05-13,0.9264
2024-05-10,0.9277
2024-05-09,0.9318
2024-05-08,0.9308
2024-05-07,0.9289
2024-05-06,0.928
2024-05-03,0.9308
2024-05-02,0.9348
2024-04-30,0.933
2024-04-29,0.9328
2024-04-26,0.9334
2024-04-25,0.9328
2024-04-24,0.9358
2024-04-23,0.9369
2024-04-22,0.9406
2024-04-19,0.9387
2024-04-18,0.9364
2024-04-17,0.94
2024-04-16,0.9401
2024-04-15,0.9384
2024-04-12,0.9388
2024-04-11,0.9321
2024-04-10,0.9208
2024-04-09,0.9202
2024-04-08,0.924
2024-04-05,0.9224
2024-04-04,0.9215
2024-04-03,0.9274
2024-04-02,0.9303
2024-03-28,0.925
2024-03-27,0.9246
2024-03-26,0.9212
2024-03-25,0.9229
2024-03-22,0.924
2024-03-21,0.9168
2024-03-20,0.9222
2024-03-19,0.9213
2024-03-18,0.9181
2024-03-15,0.9181
2024-03-14,0.9153
2024-03-13,0.9142
2024-03-12,0.9161
2024-03-11,0.9152
2024-03-08,0.9147
2024-03-07,0.9179
2024-03-06,0.9196
2024-03-05,0.9217
2024-03-04,0.922
2024-03-01,0.9248
2024-02-29,0.9237
2024-02-28,0.9252
2024-02-27,0.9211
2024-02-26,0.9215
2024-02-23,0.923
2024-02-22,0.9222
2024-02-21,0.9252
2024-02-20,0.9258
2024-02-19,0.928
2024-02-16,0.9287
2024-02-15,0.9308
2024-02-14,0.9334
2024-02-13,0.9265
2024-02-12,0.9282
2024-02-09,0.9283
2024-02-08,0.9295
2024-02-07,0.928
2024-02-06,0.9308
2024-02-05,0.9306
2024-02-02,0.9189
2024-02-01,0.9247
2024-01-31,0.9228
2024-01-30,0.922
2024-01-29,0.924
2024-01-26,0.9199
2024-01-25,0.918
2024-01-24,0.917
2024-01-23,0.9198
2024-01-22,0.9183
2024-01-19,0.9185
2024-01-18,0.9195
2024-01-17,0.9194
2024-01-16,0.9189
2024-01-15,0.9137
2024-01-12,0.9139
2024-01-11,0.9102
2024-01-10,0.9136
2024-01-09,0.9141
2024-01-08,0.9136
2024-01-05,0.9157
2024-01-04,0.913
2024-01-03,0.9158
2024-01-02,0.9127
2023-12-29,0.905
2023-12-28,0.8998
2023-12-27,0.9038
2023-12-22,0.9072
2023-12-21,0.9105
2023-12-20,0.9137
2023-12-19,0.9122
2023-12-18,0.9159
2023-12-15,0.9136
2023-12-14,0.9158
2023-12-13,0.927
2023-12-12,0.9256
2023-12-11,0.9296
2023-12-08,0.9279
2023-12-07,0.9284
2023-12-06,0.9278
2023-12-05,0.9245
2023-12-04,0.9201
2023-12-01,0.9195
2023-11-30,0.9148
2023-11-29,0.9103
2023-11-28,0.9133
2023-11-27,0.9132
2023-11-24,0.9161
2023-11-23,0.9174
2023-11-22,0.9165
2023-11-21,0.9128
2023-11-20,0.9151
2023-11-17,0.9198
2023-11-16,0.9217
2023-11-15,0.9201
2023-11-14,0.9325
2023-11-13,0.9372
2023-11-10,0.9361
2023-11-09,0.9354
2023-11-08,0.9371
2023-11-07,0.9358
2023-11-06,0.931
2023-11-03,0.9344
2023-11-02,0.938
2023-11-01,0.949
2023-10-31,0.9417
2023-10-30,0.943
2023-10-27,0.9487
2023-10-26,0.9488
2023-10-25,0.9455
2023-10-24,0.9406
2023-10-23,0.9437
2023-10-20,0.9442
2023-10-19,0.9471
2023-10-18,0.9465
2023-10-17,0.9462
2023-10-16,0.9489
2023-10-13,0.9502
2023-10-12,0.9417
2023-10-11,0.943
2023-10-10,0.945
2023-10-09,0.9496
2023-10-06,0.9467
2023-10-05,0.95
2023-10-04,0.9527
2023-10-03,0.9552
2023-10-02,0.9497
2023-09-29,0.9439
2023-09-28,0.9489
2023-09-27,0.9491
2023-09-26,0.943
2023-09-25,0.9405
2023-09-22,0.9392
2023-09-21,0.9403
2023-09-20,0.9344
2023-09-19,0.9334
2023-09-18,0.9378
2023-09-15,0.9383
2023-09-14,0.932
2023-09-13,0.9317
2023-09-12,0.9334
2023-09-11,0.9325
2023-09-08,0.9342
2023-09-07,0.9337
2023-09-06,0.9307
2023-09-05,0.9319
2023-09-04,0.9258
2023-09-01,0.9222
2023-08-31,0.9201
2023-08-30,0.9186
2023-08-29,0.9257
2023-08-28,0.9252
2023-08-25,0.9252
2023-08-24,0.9225
2023-08-23,0.9255
2023-08-22,0.9185
2023-08-21,0.9168
2023-08-18,0.9202
2023-08-17,0.9174
2023-08-16,0.9161
2023-08-15,0.9152
2023-08-14,0.9149
2023-08-11,0.9088
2023-08-10,0.9075
2023-08-09,0.9117
2023-08-08,0.9137
2023-08-07,0.9104
2023-08-04,0.9136
2023-08-03,0.9147
2023-08-02,0.9103
2023-08-01,0.9116
2023-07-31,0.9072
2023-07-28,0.9083
2023-07-27,0.8989
2023-07-26,0.9042
2023-07-25,0.9049
2023-07-24,0.9012
2023-07-21,0.899
2023-07-20,0.8931
2023-07-19,0.8911
2023-07-18,0.8885
2023-07-17,0.8905
2023-07-14,0.8912
2023-07-13,0.8943
2023-07-12,0.9073
2023-07-11,0.91
2023-07-10,0.9127
2023-07-07,0.9184
2023-07-06,0.9175
2023-07-05,0.9192
2023-07-04,0.9179
2023-07-03,0.9175
2023-06-30,0.9203
2023-06-29,0.9142
2023-06-28,0.9142
2023-06-27,0.9132
2023-06-26,0.9159
2023-06-23,0.9188
2023-06-22,0.9103
2023-06-21,0.9155
2023-06-20,0.9147
2023-06-19,0.9156
2023-06-16,0.9119
2023-06-15,0.9243
2023-06-14,0.9252
2023-06-13,0.9265
2023-06-12,0.9289
2023-06-09,0.9276
2023-06-08,0.9314
2023-06-07,0.9331
2023-06-06,0.9361
2023-06-05,0.9355
2023-06-02,0.9291
2023-06-01,0.9348
2023-05-31,0.9361
2023-05-30,0.9308
2023-05-29,0.9333
2023-05-26,0.9301
2023-05-25,0.9315
2023-05-24,0.9272
2023-05-23,0.9277
2023-05-22,0.924
2023-05-19,0.9252
2023-05-18,0.9248
2023-05-17,0.9234
2023-05-16,0.919
2023-05-15,0.9195
2023-05-12,0.9181
2023-05-11,0.9149
2023-05-10,0.9132
2023-05-09,0.9125
2023-05-08,0.906
2023-05-05,0.9079
2023-05-04,0.903
2023-05-03,0.9056
2023-05-02,0.912
2023-04-28,0.9107
2023-04-27,0.9056
2023-04-26,0.9059
2023-04-25,0.9073
2023-04-24,0.9089
2023-04-21,0.9109
2023-04-20,0.9137
2023-04-19,0.9147
2023-04-18,0.9114
2023-04-17,0.9107
2023-04-14,0.9044
2023-04-13,0.9079
2023-04-12,0.9156
2023-04-11,0.917
2023-04-06,0.9162
2023-04-05,0.9141
2023-04-04,0.9173
2023-04-03,0.92
2023-03-31,0.9195
2023-03-30,0.9186
2023-03-29,0.9219
2023-03-28,0.9224
2023-03-27,0.9282
2023-03-24,0.9307
2023-03-23,0.9192
2023-03-22,0.9272
2023-03-21,0.928
2023-03-20,0.9331
2023-03-17,0.9414
2023-03-16,0.9438
2023-03-15,0.948
2023-03-14,0.9314
2023-03-13,0.9341
2023-03-10,0.9446
2023-03-09,0.9475
2023-03-08,0.9483
2023-03-07,0.9376
2023-03-06,0.9393
2023-03-03,0.9421
2023-03-02,0.943
2023-03-01,0.936
2023-02-28,0.9417
2023-02-27,0.9475
2023-02-24,0.9461
2023-02-23,0.942
2023-02-22,0.9395
2023-02-21,0.9377
2023-02-20,0.9369
2023-02-17,0.9412
2023-02-16,0.9346
2023-02-15,0.9346
2023-02-14,0.9295
2023-02-13,0.9358
2023-02-10,0.9355
2023-02-09,0.9284
2023-02-08,0.9315
2023-02-07,0.9346
2023-02-06,0.928
2023-02-03,0.9143
2023-02-02,0.9101
2023-02-01,0.9179
2023-01-31,0.9231
2023-01-30,0.9172
2023-01-27,0.9204
2023-01-26,0.9179
2023-01-25,0.9193
2023-01-24,0.921
2023-01-23,0.9199
2023-01-20,0.9237
2023-01-19,0.9246
2023-01-18,0.9226
2023-01-17,0.9223
2023-01-16,0.9249
2023-01-13,0.9247
2023-01-12,0.9283
2023-01-11,0.9305
2023-01-10,0.9326
2023-01-09,0.9349
2023-01-06,0.9524
2023-01-05,0.9433
2023-01-04,0.9435
2023-01-03,0.9483
2023-01-02,0.9361
2022-12-30,0.9376
2022-12-29,0.9391
2022-12-28,0.9398
2022-12-27,0.9413
2022-12-23,0.9414
2022-12-22,0.9405
2022-12-21,0.9402
2022-12-20,0.9435
2022-12-19,0.9436
2022-12-16,0.9417
2022-12-15,0.9415
2022-12-14,0.9391
2022-12-13,0.9483
2022-12-12,0.9468
2022-12-09,0.9471
2022-12-08,0.9507
2022-12-07,0.9498
2022-12-06,0.9509
2022-12-05,0.9446
2022-12-02,0.9489
2022-12-01,0.9566
2022-11-30,0.9638
2022-11-29,0.9647
2022-11-28,0.9557
2022-11-25,0.9639
2022-11-24,0.9603
2022-11-23,0.9685
2022-11-22,0.9733
2022-11-21,0.976
2022-11-18,0.9647
2022-11-17,0.9691
2022-11-16,0.9604
2022-11-15,0.9612
2022-11-14,0.9691
2022-11-11,0.9701
2022-11-10,1.0046
2022-11-09,0.9961
2022-11-08,1.0004
2022-11-07,1.0007
2022-11-04,1.013
2022-11-03,1.0253
2022-11-02,1.0093
2022-11-01,1.0053
2022-10-31,1.0087
2022-10-28,1.0049
2022-10-27,0.9963
2022-10-26,0.9977
2022-10-25,1.0141
2022-10-24,1.0151
2022-10-21,1.0277
2022-10-20,1.0193
2022-10-19,1.0227
2022-10-18,1.0168
2022-10-17,1.0268
2022-10-14,1.0291
2022-10-13,1.0268
2022-10-12,1.0303
2022-10-11,1.0285
2022-10-10,1.0312
2022-10-07,1.0207
2022-10-06,1.0142
2022-10-05,1.0086
2022-10-04,1.011
2022-10-03,1.0242
2022-09-30,1.0259
2022-09-29,1.0303
2022-09-28,1.0455
2022-09-27,1.0369
2022-09-26,1.0367
2022-09-23,1.0252
2022-09-22,1.0117
2022-09-21,1.0095
2022-09-20,1.0014
2022-09-19,1.001
2022-09-16,1.0046
2022-09-15,1.0008
2022-09-14,1.001
2022-09-13,0.9828
2022-09-12,0.9847
2022-09-09,0.9951
2022-09-08,0.9991
2022-09-07,1.0116
2022-09-06,1.0073
2022-09-05,1.0081
2022-09-02,1.0007
2022-09-01,0.9996
2022-08-31,1.0
2022-08-30,0.9966
2022-08-29,1.0014
2022-08-26,0.9993
2022-08-25,1.003
2022-08-24,1.0066
2022-08-23,1.0074
2022-08-22,0.9999
2022-08-19,0.9946
2022-08-18,0.9825
2022-08-17,0.9839
2022-08-16,0.9871
2022-08-15,0.9809
2022-08-12,0.9723
2022-08-11,0.9673
2022-08-10,0.9754
2022-08-09,0.9771
2022-08-08,0.9805
2022-08-05,0.9772
2022-08-04,0.9822
2022-08-03,0.981
2022-08-02,0.9781
2022-08-01,0.9772
2022-07-29,0.9806
2022-07-28,0.9879
2022-07-27,0.985
2022-07-26,0.9878
2022-07-25,0.9769
2022-07-22,0.9814
2022-07-21,0.9805
2022-07-20,0.9805
2022-07-19,0.9761
2022-07-18,0.9871
2022-07-15,0.9941
2022-07-14,0.9995
2022-07-13,0.9933
2022-07-12,0.9958
2022-07-11,0.9903
2022-07-08,0.984
2022-07-07,0.9823
2022-07-06,0.9826
2022-07-05,0.9718
2022-07-04,0.9565
2022-07-01,0.9592
2022-06-30,0.9627
2022-06-29,0.9508
2022-06-28,0.9469
2022-06-27,0.9459
2022-06-24,0.9502
2022-06-23,0.953
2022-06-22,0.9505
2022-06-21,0.9479
2022-06-20,0.9508
2022-06-17,0.9537
2022-06-16,0.9615
2022-06-15,0.9587
2022-06-14,0.9568
2022-06-13,0.9565
2022-06-10,0.9454
2022-06-09,0.9308
2022-06-08,0.9312
2022-06-07,0.9379
2022-06-06,0.9323
2022-06-03,0.932
2022-06-02,0.9353
2022-06-01,0.9335
2022-05-31,0.9334
2022-05-30,0.929
2022-05-27,0.9327
2022-05-26,0.9348
2022-05-25,0.9384
2022-05-24,0.9328
2022-05-23,0.9382
2022-05-20,0.9454
2022-05-19,0.9501
2022-05-18,0.9503
2022-05-17,0.9487
2022-05-16,0.9595
2022-05-13,0.9629
2022-05-12,0.9608
2022-05-11,0.9476
2022-05-10,0.9475
2022-05-09,0.9471
2022-05-06,0.9461
2022-05-05,0.9463
2022-05-04,0.9496
2022-05-03,0.9473
2022-05-02,0.9502
2022-04-29,0.9488
2022-04-28,0.9537
2022-04-27,0.9449
2022-04-26,0.9369
2022-04-25,0.9306
2022-04-22,0.9245
2022-04-21,0.9185
2022-04-20,0.9234
2022-04-19,0.9257
2022-04-14,0.9193
2022-04-13,0.9237
2022-04-12,0.9207
2022-04-11,0.9174
2022-04-08,0.9207
2022-04-07,0.9161
2022-04-06,0.9155
2022-04-05,0.9117
2022-04-04,0.9087
2022-04-01,0.9048
2022-03-31,0.9008
2022-03-30,0.8988
2022-03-29,0.9021
2022-03-28,0.9119
2022-03-25,0.9089
2022-03-24,0.9109
2022-03-23,0.9103
2022-03-22,0.9071
2022-03-21,0.906
2022-03-18,0.9084
2022-03-17,0.9049
2022-03-16,0.9096
2022-03-15,0.9098
2022-03-14,0.9124
2022-03-11,0.9099
2022-03-10,0.9022
2022-03-09,0.9097
2022-03-08,0.9181
2022-03-07,0.9179
2022-03-04,0.915
2022-03-03,0.9029
2022-03-02,0.9004
2022-03-01,0.8959
2022-02-28,0.8929
2022-02-25,0.8916
2022-02-24,0.8958
2022-02-23,0.8815
2022-02-22,0.8817
2022-02-21,0.882
2022-02-18,0.8807
2022-02-17,0.8795
2022-02-16,0.8794
2022-02-15,0.8814
2022-02-14,0.8837
2022-02-11,0.8759
2022-02-10,0.8742
2022-02-09,0.8745
2022-02-08,0.8766
2022-02-07,0.8736
2022-02-04,0.8723
2022-02-03,0.8861
2022-02-02,0.8832
2022-02-01,0.8881
2022-01-31,0.8964
2022-01-28,0.8978
2022-01-27,0.8961
2022-01-26,0.8868
2022-01-25,0.8875
2022-01-24,0.8846
2022-01-21,0.8812
2022-01-20,0.882
2022-01-19,0.8814
2022-01-18,0.8797
2022-01-17,0.877
2022-01-14,0.8736
2022-01-13,0.8724
2022-01-12,0.8795
2022-01-11,0.8821
2022-01-10,0.8835
2022-01-07,0.8851
2022-01-06,0.8838
2022-01-05,0.8835
2022-01-04,0.8866
2022-01-03,0.8807
2021-12-31,0.8829
2021-12-30,0.8823
2021-12-29,0.8847
2021-12-28,0.8825
2021-12-27,0.884
2021-12-24,0.8836
2021-12-23,0.8842
2021-12-22,0.8849
2021-12-21,0.8853
2021-12-20,0.8871
2021-12-17,0.8826
2021-12-16,0.8821
2021-12-15,0.8879
2021-12-14,0.8843
2021-12-13,0.8867
2021-12-10,0.8871
2021-12-09,0.8841
2021-12-08,0.885
2021-12-07,0.8884
2021-12-06,0.886
2021-12-03,0.8857
2021-12-02,0.8819
2021-12-01,0.8839
2021-11-30,0.88
2021-11-29,0.8868
2021-11-26,0.8857
2021-11-25,0.891
2021-11-24,0.8924
2021-11-23,0.8882
2021-11-22,0.8867
2021-11-19,0.8872
2021-11-18,0.8814
2021-11-17,0.8837
2021-11-16,0.8797
2021-11-15,0.8738
2021-11-12,0.8735
2021-11-11,0.8726
2021-11-10,0.8652
2021-11-09,0.8638
2021-11-08,0.8636
2021-11-05,0.8681
2021-11-04,0.8644
2021-11-03,0.8637
2021-11-02,0.8618
2021-11-01,0.8637
2021-10-29,0.8587
2021-10-28,0.8626
2021-10-27,0.8608
2021-10-26,0.8607
2021-10-25,0.8618
2021-10-22,0.8598
2021-10-21,0.8593
2021-10-20,0.8604
2021-10-19,0.858
2021-10-18,0.8618
2021-10-15,0.8619
2021-10-14,0.8619
2021-10-13,0.8649
2021-10-12,0.8654
2021-10-11,0.864
2021-10-08,0.8644
2021-10-07,0.8649
2021-10-06,0.8664
2021-10-05,0.8619
2021-10-04,0.8594
2021-10-01,0.8621
2021-09-30,0.8636
2021-09-29,0.8581
2021-09-28,0.8563
2021-09-27,0.8548
2021-09-24,0.8533
2021-09-23,0.8536
2021-09-22,0.8526
2021-09-21,0.8519
2021-09-20,0.8539
2021-09-17,0.8489
2021-09-16,0.8501
2021-09-15,0.8457
2021-09-14,0.8465
2021-09-13,0.8489
2021-09-10,0.8445
2021-09-09,0.8447
2021-09-08,0.8455
2021-09-07,0.8432
2021-09-06,0.8429
2021-09-03,0.8423
2021-09-02,0.8442
2021-09-01,0.8462
2021-08-31,0.845
2021-08-30,0.8474
2021-08-27,0.8503
2021-08-26,0.8498
2021-08-25,0.8521
2021-08-24,0.8518
2021-08-23,0.8534
2021-08-20,0.8568
2021-08-19,0.855
2021-08-18,0.853
2021-08-17,0.8498
2021-08-16,0.8495
2021-08-13,0.85
2021-08-12,0.8519
2021-08-11,0.8534
2021-08-10,0.8531
2021-08-09,0.8503
2021-08-06,0.847
2021-08-05,0.8439
2021-08-04,0.8431
2021-08-03,0.8414
2021-08-02,0.8413
2021-07-30,0.841
2021-07-29,0.8422
2021-07-28,0.847
2021-07-27,0.8467
2021-07-26,0.8484
2021-07-23,0.8498
2021-07-22,0.8493
2021-07-21,0.8495
2021-07-20,0.8493
2021-07-19,0.8499
2021-07-16,0.8473
2021-07-15,0.8468
2021-07-14,0.8466
2021-07-13,0.8443
2021-07-12,0.8437
2021-07-09,0.8433
2021-07-08,0.8447
2021-07-07,0.8452
2021-07-06,0.8447
2021-07-05,0.8427
2021-07-02,0.8458
2021-07-01,0.8415
2021-06-30,0.8415
2021-06-29,0.8412
2021-06-28,0.8396
2021-06-25,0.8368
2021-06-24,0.8378
2021-06-23,0.8368
2021-06-22,0.8408
2021-06-21,0.841
2021-06-18,0.8405
2021-06-17,0.8377
2021-06-16,0.8248
2021-06-15,0.8259
2021-06-14,0.8256
2021-06-11,0.8247
2021-06-10,0.8214
2021-06-09,0.82
2021-06-08,0.8209
2021-06-07,0.8222
2021-06-04,0.8253
